INFO - train - Running command 'run_experiment'
INFO - train - Started run with ID "12"
2017-09-10 13:03:16.890733: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 0 with properties: 
name: Tesla M60
major: 5 minor: 2 memoryClockRate (GHz) 1.1775
pciBusID 0000:87:00.0
Total memory: 7.93GiB
Free memory: 7.86GiB
2017-09-10 13:03:16.890783: I tensorflow/core/common_runtime/gpu/gpu_device.cc:961] DMA: 0 
2017-09-10 13:03:16.890791: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   Y 
2017-09-10 13:03:16.890806: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla M60, pci bus id: 0000:87:00.0)
run, epoch, step, training accuracy, validation accuracy
run: 0, epoch: 2, iteration: 1200, train accuracy: 0.9, validation accuracy: 0.907817
run: 0, epoch: 2, iteration: 1300, train accuracy: 0.95, validation accuracy: 0.900962
run: 0, epoch: 2, iteration: 1400, train accuracy: 0.91, validation accuracy: 0.907626
run: 0, epoch: 2, iteration: 1500, train accuracy: 0.85, validation accuracy: 0.906439
run: 0, epoch: 2, iteration: 1600, train accuracy: 0.9, validation accuracy: 0.909732
run: 0, epoch: 2, iteration: 1700, train accuracy: 0.92, validation accuracy: 0.909311
run: 0, epoch: 2, iteration: 1800, train accuracy: 0.93, validation accuracy: 0.90437
run: 0, epoch: 2, iteration: 1900, train accuracy: 0.93, validation accuracy: 0.9028
run: 0, epoch: 2, iteration: 2000, train accuracy: 0.95, validation accuracy: 0.907013
run: 0, epoch: 2, iteration: 2100, train accuracy: 0.88, validation accuracy: 0.898626
run: 0, epoch: 2, iteration: 2200, train accuracy: 0.93, validation accuracy: 0.899239
run: 0, epoch: 2, iteration: 2300, train accuracy: 0.94, validation accuracy: 0.903145
run: 0, epoch: 2, iteration: 2400, train accuracy: 0.89, validation accuracy: 0.908277
run: 0, epoch: 2, iteration: 2500, train accuracy: 0.97, validation accuracy: 0.907281
run: 0, epoch: 2, iteration: 2600, train accuracy: 0.93, validation accuracy: 0.904677
run: 0, epoch: 2, iteration: 2700, train accuracy: 0.92, validation accuracy: 0.902609
run: 0, epoch: 2, iteration: 2800, train accuracy: 0.9, validation accuracy: 0.904026
run: 0, epoch: 2, iteration: 2900, train accuracy: 0.94, validation accuracy: 0.90843
run: 0, epoch: 2, iteration: 3000, train accuracy: 0.94, validation accuracy: 0.908009
run: 0, epoch: 2, iteration: 3100, train accuracy: 0.87, validation accuracy: 0.906975
run: 0, epoch: 2, iteration: 3200, train accuracy: 0.92, validation accuracy: 0.906592
run: 0, epoch: 2, iteration: 3300, train accuracy: 0.92, validation accuracy: 0.909119
run: 0, epoch: 2, iteration: 3400, train accuracy: 0.94, validation accuracy: 0.910728
run: 0, epoch: 2, iteration: 3500, train accuracy: 0.89, validation accuracy: 0.90866
run: 0, epoch: 2, iteration: 3600, train accuracy: 0.87, validation accuracy: 0.908239
run: 0, epoch: 2, iteration: 3700, train accuracy: 0.91, validation accuracy: 0.903375
run: 0, epoch: 2, iteration: 3800, train accuracy: 0.92, validation accuracy: 0.91
