INFO - train - Running command 'run_experiment'
INFO - train - Started run with ID "11"
2017-09-10 12:43:09.433335: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 0 with properties: 
name: Tesla M60
major: 5 minor: 2 memoryClockRate (GHz) 1.1775
pciBusID 0000:0b:00.0
Total memory: 7.93GiB
Free memory: 7.86GiB
2017-09-10 12:43:09.433380: I tensorflow/core/common_runtime/gpu/gpu_device.cc:961] DMA: 0 
2017-09-10 12:43:09.433389: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   Y 
2017-09-10 12:43:09.433411: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla M60, pci bus id: 0000:0b:00.0)
run, epoch, step, training accuracy, validation accuracy
run: 0, epoch: 2, iteration: 1500, train accuracy: 0.92, validation accuracy: 0.905022
run: 0, epoch: 2, iteration: 1600, train accuracy: 0.86, validation accuracy: 0.904141
run: 0, epoch: 2, iteration: 1700, train accuracy: 0.9, validation accuracy: 0.907013
run: 0, epoch: 2, iteration: 1800, train accuracy: 0.95, validation accuracy: 0.906592
run: 0, epoch: 2, iteration: 1900, train accuracy: 0.92, validation accuracy: 0.904217
run: 0, epoch: 2, iteration: 2000, train accuracy: 0.87, validation accuracy: 0.903643
run: 0, epoch: 2, iteration: 2100, train accuracy: 0.94, validation accuracy: 0.905558
run: 0, epoch: 2, iteration: 2200, train accuracy: 0.88, validation accuracy: 0.904447
run: 0, epoch: 2, iteration: 2300, train accuracy: 0.95, validation accuracy: 0.905251
run: 0, epoch: 2, iteration: 2400, train accuracy: 0.93, validation accuracy: 0.907358
run: 0, epoch: 2, iteration: 2500, train accuracy: 0.88, validation accuracy: 0.905749
run: 0, epoch: 2, iteration: 2600, train accuracy: 0.91, validation accuracy: 0.908545
run: 0, epoch: 2, iteration: 2700, train accuracy: 0.88, validation accuracy: 0.905136
run: 0, epoch: 2, iteration: 2800, train accuracy: 0.87, validation accuracy: 0.90663
run: 0, epoch: 2, iteration: 2900, train accuracy: 0.89, validation accuracy: 0.907051
run: 0, epoch: 2, iteration: 3000, train accuracy: 0.87, validation accuracy: 0.906554
run: 0, epoch: 2, iteration: 3100, train accuracy: 0.91, validation accuracy: 0.903222
run: 0, epoch: 2, iteration: 3200, train accuracy: 0.91, validation accuracy: 0.904639
run: 0, epoch: 2, iteration: 3300, train accuracy: 0.92, validation accuracy: 0.906324
run: 0, epoch: 2, iteration: 3400, train accuracy: 0.89, validation accuracy: 0.90866
run: 0, epoch: 2, iteration: 3500, train accuracy: 0.94, validation accuracy: 0.907396
run: 0, epoch: 2, iteration: 3600, train accuracy: 0.97, validation accuracy: 0.907434
run: 0, epoch: 2, iteration: 3700, train accuracy: 0.9, validation accuracy: 0.906209
run: 0, epoch: 2, iteration: 3800, train accuracy: 0.92, validation accuracy: 0.907779
run: 0, epoch: 2, iteration: 3900, train accuracy: 0.9, validation accuracy: 0.907932
run: 0, epoch: 2, iteration: 4000, train accuracy: 0.94, validation accuracy: 0.904753
run: 0, epoch: 2, iteration: 4100, train accuracy: 0.95, validation accuracy: 0.908009
run: 0, epoch: 3, iteration: 0, train accuracy: 0.91, validation accuracy: 0.89089
run: 0, epoch: 3, iteration: 100, train accuracy: 0.87, validation accuracy: 0.908353
run: 0, epoch: 3, iteration: 200, train accuracy: 0.99, validation accuracy: 0.9064
run: 0, epoch: 3, iteration: 300, train accuracy: 0.94, validation accuracy: 0.908928
run: 0, epoch: 3, iteration: 400, train accuracy: 0.95, validation accuracy: 0.9082
run: 0, epoch: 3, iteration: 500, train accuracy: 0.9, validation accuracy: 0.906936
run: 0, epoch: 3, iteration: 600, train accuracy: 0.89, validation accuracy: 0.906783
run: 0, epoch: 3, iteration: 700, train accuracy: 0.83, validation accuracy: 0.894107
run: 0, epoch: 3, iteration: 800, train accuracy: 0.94, validation accuracy: 0.906515
run: 0, epoch: 3, iteration: 900, train accuracy: 0.9, validation accuracy: 0.907856
run: 0, epoch: 3, iteration: 1000, train accuracy: 0.88, validation accuracy: 0.896558
run: 0, epoch: 3, iteration: 1100, train accuracy: 0.87, validation accuracy: 0.907473
run: 0, epoch: 3, iteration: 1200, train accuracy: 0.94, validation accuracy: 0.906362
run: 0, epoch: 3, iteration: 1300, train accuracy: 0.93, validation accuracy: 0.908047
run: 0, epoch: 3, iteration: 1400, train accuracy: 0.9, validation accuracy: 0.908737
run: 0, epoch: 3, iteration: 1500, train accuracy: 0.88, validation accuracy: 0.90437
run: 0, epoch: 3, iteration: 1600, train accuracy: 0.92, validation accuracy: 0.907281
run: 0, epoch: 3, iteration: 1700, train accuracy: 0.93, validation accuracy: 0.907358
run: 0, epoch: 3, iteration: 1800, train accuracy: 0.92, validation accuracy: 0.908162
run: 0, epoch: 3, iteration: 1900, train accuracy: 0.94, validation accuracy: 0.907741
run: 0, epoch: 3, iteration: 2000, train accuracy: 0.86, validation accuracy: 0.908775
run: 0, epoch: 3, iteration: 2100, train accuracy: 0.9, validation accuracy: 0.907702
run: 0, epoch: 3, iteration: 2200, train accuracy: 0.95, validation accuracy: 0.908085
run: 0, epoch: 3, iteration: 2300, train accuracy: 0.91, validation accuracy: 0.900196
run: 0, epoch: 3, iteration: 2400, train accuracy: 0.87, validation accuracy: 0.90709
run: 0, epoch: 3, iteration: 2500, train accuracy: 0.92, validation accuracy: 0.909119
run: 0, epoch: 3, iteration: 2600, train accuracy: 0.89, validation accuracy: 0.899545
run: 0, epoch: 3, iteration: 2700, train accuracy: 0.93, validation accuracy: 0.903643
run: 0, epoch: 3, iteration: 2800, train accuracy: 0.9, validation accuracy: 0.907932
run: 0, epoch: 3, iteration: 2900, train accuracy: 0.85, validation accuracy: 0.905328
run: 0, epoch: 3, iteration: 3000, train accuracy: 0.96, validation accuracy: 0.905902
run: 0, epoch: 3, iteration: 3100, train accuracy: 0.89, validation accuracy: 0.90349
run: 0, epoch: 3, iteration: 3200, train accuracy: 0.9, validation accuracy: 0.905979
run: 0, epoch: 3, iteration: 3300, train accuracy: 0.9, validation accuracy: 0.906132
run: 0, epoch: 3, iteration: 3400, train accuracy: 0.93, validation accuracy: 0.905902
run: 0, epoch: 3, iteration: 3500, train accuracy: 0.94, validation accuracy: 0.907856
run: 0, epoch: 3, iteration: 3600, train accuracy: 0.85, validation accuracy: 0.902685
run: 0, epoch: 3, iteration: 3700, train accuracy: 0.9, validation accuracy: 0.907932
run: 0, epoch: 3, iteration: 3800, train accuracy: 0.92, validation accuracy: 0.907281
run: 0, epoch: 3, iteration: 3900, train accuracy: 0.88, validation accuracy: 0.908545
run: 0, epoch: 3, iteration: 4000, train accuracy: 0.91, validation accuracy: 0.90326
run: 0, epoch: 3, iteration: 4100, train accuracy: 0.92, validation accuracy: 0.898205
run: 0, epoch: 4, iteration: 0, train accuracy: 0.85, validation accuracy: 0.906247
run: 0, epoch: 4, iteration: 100, train accuracy: 0.92, validation accuracy: 0.907779
run: 0, epoch: 4, iteration: 200, train accuracy: 0.91, validation accuracy: 0.903298
run: 0, epoch: 4, iteration: 300, train accuracy: 0.96, validation accuracy: 0.906668
run: 0, epoch: 4, iteration: 400, train accuracy: 0.9, validation accuracy: 0.905558
run: 0, epoch: 4, iteration: 500, train accuracy: 0.88, validation accuracy: 0.905328
run: 0, epoch: 4, iteration: 600, train accuracy: 0.92, validation accuracy: 0.905902
run: 0, epoch: 4, iteration: 700, train accuracy: 0.92, validation accuracy: 0.905022
run: 0, epoch: 4, iteration: 800, train accuracy: 0.89, validation accuracy: 0.904371
run: 0, epoch: 4, iteration: 900, train accuracy: 0.89, validation accuracy: 0.903643
run: 0, epoch: 4, iteration: 1000, train accuracy: 0.95, validation accuracy: 0.906668
run: 0, epoch: 4, iteration: 1100, train accuracy: 0.9, validation accuracy: 0.907281
run: 0, epoch: 4, iteration: 1200, train accuracy: 0.84, validation accuracy: 0.90663
run: 0, epoch: 4, iteration: 1300, train accuracy: 0.9, validation accuracy: 0.907051
run: 0, epoch: 4, iteration: 1400, train accuracy: 0.87, validation accuracy: 0.900234
run: 0, epoch: 4, iteration: 1500, train accuracy: 0.91, validation accuracy: 0.90686
run: 0, epoch: 4, iteration: 1600, train accuracy: 0.89, validation accuracy: 0.90663
run: 0, epoch: 4, iteration: 1700, train accuracy: 0.85, validation accuracy: 0.900656
run: 0, epoch: 4, iteration: 1800, train accuracy: 0.93, validation accuracy: 0.905481
run: 0, epoch: 4, iteration: 1900, train accuracy: 0.93, validation accuracy: 0.907817
run: 0, epoch: 4, iteration: 2000, train accuracy: 0.94, validation accuracy: 0.9082
run: 0, epoch: 4, iteration: 2100, train accuracy: 0.88, validation accuracy: 0.908085
run: 0, epoch: 4, iteration: 2200, train accuracy: 0.89, validation accuracy: 0.907779
run: 0, epoch: 4, iteration: 2300, train accuracy: 0.93, validation accuracy: 0.905443
run: 0, epoch: 4, iteration: 2400, train accuracy: 0.9, validation accuracy: 0.90663
run: 0, epoch: 4, iteration: 2500, train accuracy: 0.87, validation accuracy: 0.904409
run: 0, epoch: 4, iteration: 2600, train accuracy: 0.87, validation accuracy: 0.89223
run: 0, epoch: 4, iteration: 2700, train accuracy: 0.9, validation accuracy: 0.904447
run: 0, epoch: 4, iteration: 2800, train accuracy: 0.92, validation accuracy: 0.90686
run: 0, epoch: 4, iteration: 2900, train accuracy: 0.94, validation accuracy: 0.905405
run: 0, epoch: 4, iteration: 3000, train accuracy: 0.92, validation accuracy: 0.906936
run: 0, epoch: 4, iteration: 3100, train accuracy: 0.88, validation accuracy: 0.904332
run: 0, epoch: 4, iteration: 3200, train accuracy: 0.9, validation accuracy: 0.90866
run: 0, epoch: 4, iteration: 3300, train accuracy: 0.91, validation accuracy: 0.902264
run: 0, epoch: 4, iteration: 3400, train accuracy: 0.88, validation accuracy: 0.90843
run: 0, epoch: 4, iteration: 3500, train accuracy: 0.9, validation accuracy: 0.906094
run: 0, epoch: 4, iteration: 3600, train accuracy: 0.9, validation accuracy: 0.899966
run: 0, epoch: 4, iteration: 3700, train accuracy: 0.88, validation accuracy: 0.907856
run: 0, epoch: 4, iteration: 3800, train accuracy: 0.86, validation accuracy: 0.908775
run: 0, epoch: 4, iteration: 3900, train accuracy: 0.94, validation accuracy: 0.904217
run: 0, epoch: 4, iteration: 4000, train accuracy: 0.92, validation accuracy: 0.903719
run: 0, epoch: 4, iteration: 4100, train accuracy: 0.9, validation accuracy: 0.901996
run: 0, epoch: 5, iteration: 0, train accuracy: 0.93, validation accuracy: 0.90797
run: 0, epoch: 5, iteration: 100, train accuracy: 0.96, validation accuracy: 0.907626
run: 0, epoch: 5, iteration: 200, train accuracy: 0.89, validation accuracy: 0.907664
run: 0, epoch: 5, iteration: 300, train accuracy: 0.92, validation accuracy: 0.905864
run: 0, epoch: 5, iteration: 400, train accuracy: 0.88, validation accuracy: 0.907511
run: 0, epoch: 5, iteration: 500, train accuracy: 0.87, validation accuracy: 0.906017
run: 0, epoch: 5, iteration: 600, train accuracy: 0.91, validation accuracy: 0.903566
run: 0, epoch: 5, iteration: 700, train accuracy: 0.93, validation accuracy: 0.894451
run: 0, epoch: 5, iteration: 800, train accuracy: 0.91, validation accuracy: 0.90866
run: 0, epoch: 5, iteration: 900, train accuracy: 0.89, validation accuracy: 0.906285
run: 0, epoch: 5, iteration: 1000, train accuracy: 0.92, validation accuracy: 0.909464
run: 0, epoch: 5, iteration: 1100, train accuracy: 0.91, validation accuracy: 0.905098
run: 0, epoch: 5, iteration: 1200, train accuracy: 0.91, validation accuracy: 0.903758
run: 0, epoch: 5, iteration: 1300, train accuracy: 0.91, validation accuracy: 0.907511
run: 0, epoch: 5, iteration: 1400, train accuracy: 0.91, validation accuracy: 0.891119
run: 0, epoch: 5, iteration: 1500, train accuracy: 0.87, validation accuracy: 0.907358
run: 0, epoch: 5, iteration: 1600, train accuracy: 0.89, validation accuracy: 0.898051
run: 0, epoch: 5, iteration: 1700, train accuracy: 0.92, validation accuracy: 0.904945
run: 0, epoch: 5, iteration: 1800, train accuracy: 0.95, validation accuracy: 0.900196
run: 0, epoch: 5, iteration: 1900, train accuracy: 0.86, validation accuracy: 0.904907
run: 0, epoch: 5, iteration: 2000, train accuracy: 0.95, validation accuracy: 0.906707
run: 0, epoch: 5, iteration: 2100, train accuracy: 0.95, validation accuracy: 0.906592
run: 0, epoch: 5, iteration: 2200, train accuracy: 0.88, validation accuracy: 0.90483
run: 0, epoch: 5, iteration: 2300, train accuracy: 0.89, validation accuracy: 0.901
run: 0, epoch: 5, iteration: 2400, train accuracy: 0.9, validation accuracy: 0.906707
run: 0, epoch: 5, iteration: 2500, train accuracy: 0.9, validation accuracy: 0.900196
run: 0, epoch: 5, iteration: 2600, train accuracy: 0.93, validation accuracy: 0.907894
run: 0, epoch: 5, iteration: 2700, train accuracy: 0.96, validation accuracy: 0.907856
run: 0, epoch: 5, iteration: 2800, train accuracy: 0.93, validation accuracy: 0.90506
run: 0, epoch: 5, iteration: 2900, train accuracy: 0.9, validation accuracy: 0.907396
run: 0, epoch: 5, iteration: 3000, train accuracy: 0.86, validation accuracy: 0.905979
run: 0, epoch: 5, iteration: 3100, train accuracy: 0.94, validation accuracy: 0.904141
run: 0, epoch: 5, iteration: 3200, train accuracy: 0.94, validation accuracy: 0.905634
run: 0, epoch: 5, iteration: 3300, train accuracy: 0.89, validation accuracy: 0.906285
run: 0, epoch: 5, iteration: 3400, train accuracy: 0.93, validation accuracy: 0.904639
run: 0, epoch: 5, iteration: 3500, train accuracy: 0.9, validation accuracy: 0.907281
run: 0, epoch: 5, iteration: 3600, train accuracy: 0.89, validation accuracy: 0.907894
run: 0, epoch: 5, iteration: 3700, train accuracy: 0.89, validation accuracy: 0.907281
run: 0, epoch: 5, iteration: 3800, train accuracy: 0.91, validation accuracy: 0.909273
run: 0, epoch: 5, iteration: 3900, train accuracy: 0.87, validation accuracy: 0.893915
run: 0, epoch: 5, iteration: 4000, train accuracy: 0.9, validation accuracy: 0.908966
run: 0, epoch: 5, iteration: 4100, train accuracy: 0.91, validation accuracy: 0.904217
run: 0, epoch: 6, iteration: 0, train accuracy: 0.92, validation accuracy: 0.907396
run: 0, epoch: 6, iteration: 100, train accuracy: 0.95, validation accuracy: 0.909081
run: 0, epoch: 6, iteration: 200, train accuracy: 0.95, validation accuracy: 0.907817
run: 0, epoch: 6, iteration: 300, train accuracy: 0.9, validation accuracy: 0.905443
run: 0, epoch: 6, iteration: 400, train accuracy: 0.9, validation accuracy: 0.90686
run: 0, epoch: 6, iteration: 500, train accuracy: 0.93, validation accuracy: 0.908085
run: 0, epoch: 6, iteration: 600, train accuracy: 0.89, validation accuracy: 0.907243
run: 0, epoch: 6, iteration: 700, train accuracy: 0.94, validation accuracy: 0.89629
run: 0, epoch: 6, iteration: 800, train accuracy: 0.89, validation accuracy: 0.904792
run: 0, epoch: 6, iteration: 900, train accuracy: 0.91, validation accuracy: 0.907051
run: 0, epoch: 6, iteration: 1000, train accuracy: 0.89, validation accuracy: 0.906209
run: 0, epoch: 6, iteration: 1100, train accuracy: 0.94, validation accuracy: 0.908162
run: 0, epoch: 6, iteration: 1200, train accuracy: 0.89, validation accuracy: 0.907281
run: 0, epoch: 6, iteration: 1300, train accuracy: 0.88, validation accuracy: 0.908851
run: 0, epoch: 6, iteration: 1400, train accuracy: 0.87, validation accuracy: 0.905749
run: 0, epoch: 6, iteration: 1500, train accuracy: 0.87, validation accuracy: 0.908851
run: 0, epoch: 6, iteration: 1600, train accuracy: 0.93, validation accuracy: 0.906745
run: 0, epoch: 6, iteration: 1700, train accuracy: 0.91, validation accuracy: 0.907856
run: 0, epoch: 6, iteration: 1800, train accuracy: 0.94, validation accuracy: 0.907741
run: 0, epoch: 6, iteration: 1900, train accuracy: 0.9, validation accuracy: 0.907434
run: 0, epoch: 6, iteration: 2000, train accuracy: 0.93, validation accuracy: 0.90686
run: 0, epoch: 6, iteration: 2100, train accuracy: 0.88, validation accuracy: 0.907243
run: 0, epoch: 6, iteration: 2200, train accuracy: 0.93, validation accuracy: 0.909273
run: 0, epoch: 6, iteration: 2300, train accuracy: 0.87, validation accuracy: 0.90709
run: 0, epoch: 6, iteration: 2400, train accuracy: 0.9, validation accuracy: 0.904639
run: 0, epoch: 6, iteration: 2500, train accuracy: 0.96, validation accuracy: 0.90686
run: 0, epoch: 6, iteration: 2600, train accuracy: 0.92, validation accuracy: 0.90843
run: 0, epoch: 6, iteration: 2700, train accuracy: 0.89, validation accuracy: 0.904754
run: 0, epoch: 6, iteration: 2800, train accuracy: 0.87, validation accuracy: 0.901192
run: 0, epoch: 6, iteration: 2900, train accuracy: 0.92, validation accuracy: 0.910728
run: 0, epoch: 6, iteration: 3000, train accuracy: 0.89, validation accuracy: 0.905596
run: 0, epoch: 6, iteration: 3100, train accuracy: 0.93, validation accuracy: 0.90977
run: 0, epoch: 6, iteration: 3200, train accuracy: 0.94, validation accuracy: 0.908813
run: 0, epoch: 6, iteration: 3300, train accuracy: 0.94, validation accuracy: 0.907702
run: 0, epoch: 6, iteration: 3400, train accuracy: 0.9, validation accuracy: 0.903145
run: 0, epoch: 6, iteration: 3500, train accuracy: 0.93, validation accuracy: 0.908966
run: 0, epoch: 6, iteration: 3600, train accuracy: 0.98, validation accuracy: 0.907434
run: 0, epoch: 6, iteration: 3700, train accuracy: 0.91, validation accuracy: 0.908622
run: 0, epoch: 6, iteration: 3800, train accuracy: 0.93, validation accuracy: 0.90326
run: 0, epoch: 6, iteration: 3900, train accuracy: 0.93, validation accuracy: 0.905979
run: 0, epoch: 6, iteration: 4000, train accuracy: 0.92, validation accuracy: 0.909158
run: 0, epoch: 6, iteration: 4100, train accuracy: 0.83, validation accuracy: 0.908507
run: 0, epoch: 7, iteration: 0, train accuracy: 0.85, validation accuracy: 0.907702
run: 0, epoch: 7, iteration: 100, train accuracy: 0.88, validation accuracy: 0.90617
run: 0, epoch: 7, iteration: 200, train accuracy: 0.9, validation accuracy: 0.904409
run: 0, epoch: 7, iteration: 300, train accuracy: 0.85, validation accuracy: 0.90889
run: 0, epoch: 7, iteration: 400, train accuracy: 0.9, validation accuracy: 0.893034
run: 0, epoch: 7, iteration: 500, train accuracy: 0.85, validation accuracy: 0.910575
run: 0, epoch: 7, iteration: 600, train accuracy: 0.88, validation accuracy: 0.901728
